movie_seq,movie_img,movie_title,movie_type,movie_country,movie_runtime,movie_age,movie_open_date,movie_rating,movie_director,movie_actor,movie_content,,admin_id
601,207532,숲의 비명 : 사라진 사람들,"공포, 스릴러",한국,72분,15세 관람가,2021.08.26,3.92,전혜림,"박지원, 정희민, 문주하","방생한 반달곰을 추적하기 위해 강원도 깊은 산골로 들어가게 된<br/>수의학과 학생들에게<br/>느닷없이 음산한 기운이 드리워지는,<br/>깊은 산으로 들어갈수록 반달곰 추적기는 같은 자리를 맴돌고,<br/>서서히 공포가 밀려오는데...<br/><br/>산 속에서 벌어지는 사실 공포 스릴러<br/><br/>몸을 얼리는 리얼 공포 !<br/>비명은 곧, 영화를 보는 당신이 지른다 !<br/>진실을 알고 싶다면 실눈이라도 떠라 !",,admin01
602,197413,슈퍼노바,"드라마, 멜로/로맨스",영국,94분,15세 관람가,2021.05.12,7.72,해리 맥퀸,"콜린 퍼스, 스탠리 투치","오랜 시간 서로의 구세주이자 사랑하는 연인,<br/>그리고 최고의 친구로 지내온 ‘샘’(콜린 퍼스)과 ‘터스커’(스탠리 투치). <br/>기억을 잃어가는 ‘터스커’와 그를 변함없이 사랑하는 ‘샘’은 <br/>마지막 여행을 떠나게 된다.<br/>끝나지 않았으면 하는 여행이 끝나갈수록, <br/>그들의 감정은 점차 고조되는데… <br/><br/>차마 사라지지 못하고 우주를 떠돌 마음의 파편, <br/>그곳에 가장 빛나는 사랑이 있었다.",,admin01
603,180681,슈퍼문,"애니메이션, 모험, 코미디",한국,74분,전체 관람가,2021.09.09,7.41,홍대영,"송유미, 김정훈, 이승준",어느 날 갑자기 머리에 뿔이 생긴 10살 소년 건우는 숲의 지킴이가 된다. <br/><br/>그러던 중 동물들을 마구 사냥하는 밀렵꾼과 <br/>세상을 지배하려는 좀비 호랑이가 나타나 숲은 위기에 빠진다. <br/>동물 친구들을 구하기 위해 <br/>아름다운 한반도의 자연을 지키기 위해<br/><br/>건우와 친구들은 숲을 구할 열쇠가 있는 슈퍼문을 향해 모험을 떠난다!,,admin01
604,206581,스네이크 아이즈: 지.아이.조,"액션, 모험, 판타지","캐나다, 미국",121분,15세 관람가,2021.09.09,2.9,로베르트 슈벤트케,"헨리 골딩, 우슬라 코르베로, 앤드류 코지",스네이크 아이즈 VS 스톰 쉐도우<br/>친구였던 그들이 적이 된 이유는 있다<br/>마스크 뒤 그들의 이야기,,admin01
605,201703,스쿨 아웃 포에버,"코미디, 드라마, 공포, SF, 스릴러",영국,105분,청소년 관람불가,2021.09.29,5.67,올리버 밀번,"오스카 케네디, 리암 로 페르난데즈, 재스민 블랙보로우",최악의 팬데믹 발생!  <br/>전 세계 인구 95% 사망<br/>오직 Rh-O형만 면역력 보유<br/>세상이 진짜로 망해버렸다!<br/><br/>전염병과 난폭해진 사람들을 피해 학교에 모인 키건과 친구들<br/>현실 생존에선 그동안 배운 것은 모두 무쓸모!<br/>지금부턴 실전이다! 본능대로 살아남아라!,,admin01
606,203661,스쿨 오브 락(樂),다큐멘터리,한국,70분,전체 관람가,2021.05.13,8.8,강호준,방승호,"꿈도, 배우고자 하는 열의도 없던 학생들이 모인<br/>그곳에 날라리 교장선생님이 부임했다!<br/>이상한 탈을 쓰고 등교하는 건 기본이요,<br/>점심시간마다 학교를 가득 채우는 버스킹에<br/>발 디딜 틈 없이 북적거리는 교장실까지!<br/><br/>“공부를 포기했다고 인생도 포기한 건 아니야!”<br/><br/>아무도 귀 기울이지 않던 아이들의 이야기를 들어주는 선생님과<br/>그 안에서 인생의 목표를 찾아가는 아이들.<br/>어디서도 본 적 없는 날라리 교장쌤의 특별한 ‘인생수업’이 시작된다!<br/><br/>공부보다 중요한 ‘진짜 인생’은 지금부터!<br/>오늘도 신나게 학교 다녀오겠습니다!",,admin01
607,197523,스트레스 제로,애니메이션,한국,93분,전체 관람가,2021.02.03,8.44,이대희,"임채헌, 유동균, 김승태","어느 날 도심 곳곳에 정체를 알 수 없는 거대한 불괴물이 나타나 대한민국은 혼란에 빠진다.<br/>불괴물의 습격으로 졸지에 직장을 잃은 짱돌은 친구 고박사, 타조와 함께<br/>‘스트레스 제로’를 팔아 백수 탈출을 하고자 하지만,<br/>이 음료가 바로 불괴물을 막을 수 있는 유일한 비밀임을 알게 되는데..!<br/>갑자기 히어로가 된 아빠 짱돌과 친구들은 과연 불괴물을 잡고, 세상을 구할 수 있을까?",,admin01
608,143565,스티브 맥퀸: 더 맨 앤 르망,다큐멘터리,미국,102분,12세 관람가,2021.10.28,8.25,"가브리엘 클락, 존 맥케나","스티브 맥퀸, 채드 맥퀸","‘빠삐용’에 출연하기 몇 해 전,<br/>1960년대를 대표하던 할리우드 스타 배우 ‘스티브 맥퀸’은<br/>평생의 소원이었던 레이싱 영화를 촬영하기 위해<br/>프랑스 ‘르망’으로 떠난다.<br/><br/>질주하는 도로 위에서 느끼는 자유로움을 <br/>스크린으로 전달하고 싶던 그는<br/>영화 제작사를 설립해 직접 감독을 섭외하고<br/>레이싱 카에 개조한 카메라를 설치하며 열의를 보이지만,<br/>늘어나는 촬영 회차와 투자사와의 불화로<br/>영화는 점점 그가 원하는 방향에서 멀어져 간다.<br/><br/>여기에 뜻하지 않던 불의의 사고가 더해져<br/>꿈을 향해 질주하던 그에게 브레이크를 걸고 마는데…",,admin01
609,191544,스틸워터,"드라마, 범죄, 스릴러",미국,138분,15세 관람가,2021.10.06,7.56,토마스 맥카시,"맷 데이먼, 아비게일 브레스린",친구를 살해한 혐의로 감옥에 갇힌 딸의 무죄를 입증할 마지막 기회를 위해 나서는 아빠 '빌'<br/>사건의 실체에 가까워질수록 예기치 못한 사실을 알게 되는데…,,admin01
610,208077,스파이더맨: 노 웨이 홈,"액션, 모험, SF",미국,148분,12세 관람가,2021.12.15,8.77,존 왓츠,"톰 홀랜드, 젠데이아 콜먼, 베네딕트 컴버배치",‘미스테리오’의 계략으로 세상에 정체가 탄로난 <br/>스파이더맨 ‘피터 파커’는 하루 아침에 평범한 일상을 잃게 된다.<br/>문제를 해결하기 위해 ‘닥터 스트레인지’를 찾아가 도움을 청하지만<br/>뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다.<br/>‘닥터 옥토퍼스’를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에<br/>‘피터 파커’는 사상 최악의 위기를 맞게 되는데…,,admin01
611,191570,스파이럴,스릴러,"미국, 캐나다",93분,청소년 관람불가,2021.05.12,6.25,대런 린 보우즈만,"크리스 록, 사무엘 L. 잭슨, 마리솔 니콜스",경찰서로 배달된 의문의 소포<br/>그리고 시작된 경찰 연쇄살인<br/>또 다른 살인이 시작되기 전 단서를 찾고 사건을 해결하라!,,admin01
612,196052,스파이의 아내,"서스펜스, 멜로/로맨스",일본,116분,12세 관람가,2021.03.25,8.16,구로사와 기요시,"아오이 유우, 타카하시 잇세이, 히가시데 마사히로","아시아에 전운이 감돌던 1940년, 무역상 유사쿠는 사업차 만주국으로 향한다. 이곳에서 벌어지는 갖가지 참상을 목격한 유사쿠는 현실을 바꾸기 위해 직접 나서고, 유사쿠의 이러한 위험한 행동은 일본에 살고 있는 아내 사토코의 일상에도 영향을 미친다. NHK TV 드라마를 영화로 다시 만든 작품으로 2020년 베니스영화제에서 감독상을 수상했다.",,admin01
613,203678,스페이스 잼: 새로운 시대,"애니메이션, 모험, 코미디",미국,115분,전체 관람가,2021.07.15,7.76,말콤 D. 리,"르브론 제임스, 돈 치들, 젠데이아 콜먼","농구를 하기 싫다며 투정하는 아들이 갑자기 사라지고,<br/>매트릭스 같은 공간으로 빨려 들어간 아빠 킹 제임스 앞에 나타난 도메인의 왕은<br/>아들을 만나려면 자신과의 농구 경기에서 이겨야 한다는 것!<br/>워너 3000 엔터테인먼트 서버버스의 ‘툰 월드’에 떨어진 킹 제임스는 아들을 되찾기 위해<br/>루니 툰 캐릭터들과 드림팀을 결성, 군 스쿼드와 시합을 펼치는데…<br/>놀랄 준비 완료? 지금부터 게임의 룰이 바뀐다, 레디 플레이어 원!",,admin01
614,193621,스푸트닉,"SF, 스릴러",러시아 연방,114분,15세 관람가,2021.02.04,5.73,에고르 아브라멘코,"오크사나 아킨쉬나, 표도르 본다르추크, 피요트르 피오도로프","1983년. 우주궤도를 돌던 오르비타-4호가 원인불명의 사고로 지구에 불시착한다.<br/>국가는 사고의 원인을 규명하기 위해 유일한 생존자인 우주비행사를 조사한다.<br/><br/>이상하리만큼 빠른 회복속도와 안정세, 모든 것이 의심스러운 가운데<br/>보다 정밀한 조사를 위해 뇌전문의 클리모바가 연구소로 향하고<br/>알 수 없는 새로운 현상들을 발견하게 되는데…<br/><br/>유일한 생존자, 그리고 함께 귀환한 그것<br/>예상치 못한 최악의 시나리오<br/>전쟁이 시작된다!",,admin01
615,198308,스프링 송,"드라마, 뮤지컬",한국,83분,전체 관람가,2021.04.21,8.15,유준상,"유준상, 김소진, 아키노리 나카가와","겨울이 끝나길 기다리던 어느 날,<br/>‘준상’은 새로운 곡을 준비하던 밴드 멤버 ‘준화’에게<br/>뮤직비디오 제작을 제안한다.<br/><br/>언젠가 우연히 본 영화를 떠올리며<br/>촬영지부터 콘티, 대사까지 즉흥적으로 정하게 된 ‘준상’.<br/>일본 배우 ‘아키노리’와 한국 배우 ‘소진’, 그리고 ‘순원’까지<br/>준상의 갑작스러운 계획 하나로 한곳에 모이게 된다.<br/><br/>온전히 마음이 움직이는 대로 함께하게 된 네 남녀,<br/>과연 우리는 이 노래의 끝에서 봄을 만날 수 있을까?",,admin01
616,201798,스피릿,"애니메이션, 모험",미국,88분,전체 관람가,2021.09.15,7.72,일레인 보겐,"이사벨라 모너, 줄리안 무어, 제이크 질렌할","어릴 적 엄마를 잃고 ‘코라’ 고모와 할아버지 손에 자란 호기심 많은 소녀 ‘럭키’는<br/>방학동안 ‘코라’ 고모와 함께 아빠가 홀로 살고 있는 미라데로에 머물게 된다.<br/><br/>오랜만에 만난 아빠와의 서먹한 관계에서 어려움을 느끼던 ‘럭키’는<br/>우연히 에너지 넘치는 야생마 ‘스피릿’을 만나 특별한 교감을 나누게 되고,<br/>새로 사귄 친구 ‘아비게일’, ‘프루’와 함께하며 두근거림과 자유로움을 경험한다.<br/><br/>어느 날, ‘스피릿’과 그의 야생마 가족이 악당들에 의해 위험에 처하게 되고<br/>‘럭키’는 이들을 구하기 위해 친구들과 두려움을 무릅쓴 모험에 나서는데…",,admin01
617,204175,습도 다소 높음,"코미디, 드라마",한국,77분,15세 관람가,2021.09.01,7.38,고봉수,"백승환, 이희준, 고주환","<낭만극장 이용수칙><br/>체온 체크<br/>문진표 작성<br/>마스크 착용 필수…<br/><br/>“그런데 에어컨은 왜 안 틀죠?”<br/>이것이 진짜 재난이다!<br/><br/>극한의 습도가 엄습해온 어느 여름날,<br/>이희준 감독의 신작 <젊은 그대> 시사회를 보기 위해 관객들이 극장에 모여든다.<br/>하지만 이게 웬걸,<br/>긴축경영으로 에어컨 가동을 거부한 극장은 관객들이 뿜어내는 고온의 짜증으로 더욱더 다습해져 가고,<br/>그저 쾌적하고 싶을 뿐인 관객들은 정신을 혼미하게 하는 습도의 폭격에 돌발 행동을 보이기 시작하는데...<br/><br/>일생일대의 위기가 이렇게 온다고?!<br/>누구도 살아남을 수 없는 습도 대폭발, 웃음 대폭발의 하루가 시작된다!",,admin01
618,154947,시 읽는 시간,다큐멘터리,한국,74분,12세 관람가,2021.03.25,9.47,이수정,"오하나, 김수덕, 안태형","서울에 사는 다섯 명의 사람들, 그들은 처음으로 자신의 불안에 관해서 이야기한다. <br/>카메라 앞에서 들려주는 그들의 목소리는 마치 시를 읽는 것 같다. <br/>고단한 직장생활에 대해 약을 먹으며 버텨야 할지를 고민하는 30대 여성, <br/>선택을 생각할 틈도 없이 기계처럼 일했지만 해고자 신세가 된 노동자, <br/>20년 넘게 안정된 직장을 다니지만 알 수 없는 죄의식으로 공황 장애를 앓은 50대 남자, <br/>불안한 현실보다는 게임 속 세상에서 안정을 찾는 남자, <br/>자신이 겪은 혐오와 차별을 모든 약자의 고통과 동일시하는 여성까지.<br/>이들은 각자 다른 처지이지만 불확실과 비참한 현실 앞에 선 자기 자신을 바라본다.",,admin01
619,197640,시간의 끝에서 널 기다려,"드라마, 판타지, 멜로/로맨스",홍콩,115분,12세 관람가,2021.02.17,8.61,요정정,"리홍기, 이일동","어린 시절 린거(리홍기)의 유일한 친구는 치우첸(이일동)이었다.<br/>치우첸의 전학으로 헤어진 두 사람은<br/>고등학교에서 재회하고 서로에게 호감을 느끼게 된다. <br/><br/>린거의 생일을 함께 보낸 그 날, 마음을 고백하려던 순간<br/>교통사고로 치우첸을 잃고 만다.<br/>절망에 빠진 린거는 그녀를 살려달라며 애원하고<br/>기적처럼 시간을 되돌려 치우첸을 구한다.<br/>하지만 손목시계의 신비한 힘을 빌린 대가로<br/>존재하지 않는 사람이 된 린거는 모두의 기억에서 지워지는데…<br/><br/>어긋나버린 시간의 끝에서<br/>두 사람은 다시 만날 수 있을까?",,admin01
620,207474,시그널 X: 영혼의 구역,"미스터리, SF",캐나다,104분,15세 관람가,2021.11.04,5.5,닐 블롬캠프,"칼리 포프, 테리 첸, 나탈리 볼트","끔찍한 방화와 폭력으로 경찰에 연행된 후<br/>연락이 두절된 엄마.<br/><br/>어느 날 한 통의 연락이 온다. <br/>엄마가 코마 상태라는 것.<br/>의료진은 정신과 정신을 직접 연결하는 새로운 치료 기술을 제안한다.<br/><br/>이제껏 경험하지 못 한 새로운 구역의 발을 디딘 순간,<br/>기이한 현상이 연이어 벌어지고<br/>현실과 가상의 경계는 불분명해지는데..<br/><br/>감히 열어서는 안 될,<br/>새로운 차원의 구역을 열었다!",,admin01
621,201786,시카다 3301,"액션, 스릴러",미국,105분,청소년 관람불가,2021.07.01,7.05,앨런 리치슨,"잭 케시, 코너 레슬리, 론 푼체스",의문의 웹 조직에게 지능 테스트 메시지를 받은 천재 해커 ‘코너’가 그들의 정체를 밝히기 위해 복잡한 퍼즐을 푸는 과정을 담은 코드브레이킹 스릴러,,admin01
622,207914,신의 손,드라마,이탈리아,135분,청소년 관람불가,2021.12.01,7.46,파올로 소렌티노,"토니 세르빌로, 테레사 사포난젤로, 루이자 라니에리","1980년대 이탈리아, 축구의 전설 마라도나가 SSC 나폴리단으로 이적할 것이라는 소식에 도시는 예수 강림이라도 기다리는 듯 술렁댄다.<br/>첫사랑의 열병을 앓고 있는 파비에토는 평범한 집안의 둘째로, 내성적이고 감수성이 예민한 소년인 동시에 또래들처럼 축구광이기도 하다.<br/>하지만 어느 날 거짓말처럼 찾아온 비극적 사건은 파비에토의 삶을 송두리째 뒤흔들고, 그는 남들보다 조금 먼저 가혹한 성년식을 치루게 된다.<br/>소년 파비에토의 운명과 가족, 스포츠와 영화, 사랑과 상실에 관한 이야기.",,admin01
